First,Last,Inning,Home_Score,Away_Score,Runners_on_Base,Event_Outcome,RBIs_Scored,Max_RBIs_Possible,Situational_Factor,Event_Score,Situational_Score
Hideki,Matsui,4,0,2,1,Single,1,2,1.33333,1,2
Juan,Rivera,4,1,2,1,Error,0,2,2,0,0
Mike,Napoli,4,1,2,2,Homerun,3,3,2,4,10
Jeff,Mathis,4,4,2,0,Strikeout,0,1,1.33333,-0.5,-0.666667
Ian,Stewart,5,4,2,0,"Generic Out",0,1,1.66667,-0.2,-0.333333
Ryan,Spilborghs,5,4,2,0,Strikeout,0,1,1.66667,-0.5,-0.833333
Clint,Barmes,5,4,2,0,Single,0,1,1.66667,1,1.66667
Jonathan,Herrera,5,4,2,1,"Caught Stealing",0,2,1.66667,0,0
Brandon,Wood,5,4,2,0,"Nonintentional Walk",0,1,1.66667,0.3,0.5
Erick,Aybar,5,4,2,1,Single,0,2,1.66667,1,1.66667
Howie,Kendrick,5,4,2,2,"Generic Out",0,3,1.66667,-0.2,-0.333333
Bobby,Abreu,5,5,2,0,Strikeout,0,1,1.25,-0.5,-0.625
Jonathan,Herrera,6,5,2,0,"Generic Out",0,1,1.5,-0.2,-0.3
Todd,Helton,6,5,2,0,"Generic Out",0,1,1.5,-0.2,-0.3
Carlos,Gonzalez,6,5,2,0,Single,0,1,1.5,1,1.5
Jason,Giambi,6,5,2,1,"Nonintentional Walk",0,2,1.5,0.3,0.45
Seth,Smith,6,5,2,2,Strikeout,0,3,1.5,-0.5,-0.75
Torii,Hunter,6,5,2,0,"Generic Out",0,1,1.5,-0.2,-0.3
Hideki,Matsui,6,5,2,0,"Nonintentional Walk",0,1,1.5,0.3,0.45
Juan,Rivera,6,5,2,1,Strikeout,0,2,1.5,-0.5,-0.75
Mike,Napoli,6,5,2,1,"Nonintentional Walk",0,2,1.5,0.3,0.45
Jeff,Mathis,6,5,2,2,"Foul Error",0,3,1.5,0,0
Jeff,Mathis,6,5,2,2,Strikeout,0,3,1.5,-0.5,-0.75
Chris,Iannetta,7,5,2,0,Double,0,1,1.75,2,3.5
Ian,Stewart,7,5,2,1,"Generic Out",0,2,1.75,-0.2,-0.35
Ryan,Spilborghs,7,5,2,1,"Generic Out",0,2,1.75,-0.2,-0.35
Clint,Barmes,7,5,2,1,Single,1,2,1.75,1,2.625
Jonathan,Herrera,7,5,3,1,Single,0,2,2.33333,1,2.33333
Todd,Helton,7,5,3,2,"Generic Out",0,3,2.33333,-0.2,-0.466667
Brandon,Wood,7,5,3,0,"Generic Out",0,1,2.33333,-0.2,-0.466667
Erick,Aybar,7,5,3,0,"Generic Out",0,1,2.33333,-0.2,-0.466667
Howie,Kendrick,7,5,3,0,"Generic Out",0,1,2.33333,-0.2,-0.466667
Carlos,Gonzalez,8,5,3,0,"Generic Out",0,1,2.66667,-0.2,-0.533333
Jason,Giambi,8,5,3,0,Strikeout,0,1,2.66667,-0.5,-1.33333
Seth,Smith,8,5,3,0,Single,0,1,2.66667,1,2.66667
Chris,Iannetta,8,5,3,1,"Generic Out",0,2,2.66667,-0.2,-0.533333
Bobby,Abreu,8,5,3,0,"Nonintentional Walk",0,1,2.66667,0.3,0.8
Torii,Hunter,8,5,3,1,Single,0,2,2.66667,1,2.66667
Hideki,Matsui,8,5,3,2,"Generic Out",0,3,2.66667,-0.2,-0.533333
Juan,Rivera,8,5,3,2,Double,1,3,2.66667,2,6.22222
Mike,Napoli,8,6,3,2,"Intentional Walk",0,3,2,0.3,0.6
Jeff,Mathis,8,6,3,3,Strikeout,0,4,2,-0.5,-1
Brandon,Wood,8,6,3,3,Homerun,4,4,2,4,10
Erick,Aybar,8,10,3,0,Single,0,1,1,1,1
Howie,Kendrick,8,10,3,1,"Generic Out",0,2,1,-0.2,-0.2
Melvin,Mora,9,10,3,0,"Generic Out",0,1,1.125,-0.2,-0.225
Ryan,Spilborghs,9,10,3,0,"Generic Out",0,1,1.125,-0.2,-0.225
Clint,Barmes,9,10,3,0,"Generic Out",0,1,1.125,-0.2,-0.225
Elvis,Andrus,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Michael,Young,1,0,0,0,Strikeout,0,1,1,-0.5,-0.5
Ian,Kinsler,1,0,0,0,Homerun,1,1,1,4,5
Vladimir,Guerrero,1,0,1,0,Single,0,1,0.5,1,0.5
Josh,Hamilton,1,0,1,1,"Generic Out",0,2,0.5,-0.2,-0.1
Erick,Aybar,1,0,1,0,Single,0,1,0.5,1,0.5
Howie,Kendrick,1,0,1,1,Single,1,2,0.5,1,0.75
Bobby,Abreu,1,1,1,1,"Generic Out",0,2,1,-0.2,-0.2
Torii,Hunter,1,1,1,1,Single,0,2,1,1,1
Hideki,Matsui,1,1,1,2,Strikeout,0,3,1,-0.5,-0.5
Juan,Rivera,1,1,1,2,"Generic Out",0,3,1,-0.2,-0.2
Nelson,Cruz,2,1,1,0,"Generic Out",0,1,2,-0.2,-0.4
Justin,Smoak,2,1,1,0,Strikeout,0,1,2,-0.5,-1
Matt,Treanor,2,1,1,0,Single,0,1,2,1,2
Julio,Borbon,2,1,1,1,"Generic Out",0,2,2,-0.2,-0.4
Mike,Napoli,2,1,1,0,"Generic Out",0,1,2,-0.2,-0.4
Kevin,Frandsen,2,1,1,0,"Generic Out",0,1,2,-0.2,-0.4
Jeff,Mathis,2,1,1,0,"Generic Out",0,1,2,-0.2,-0.4
Elvis,Andrus,3,1,1,0,Single,0,1,3,1,3
Michael,Young,3,1,1,1,"Generic Out",0,2,3,-0.2,-0.6
Ian,Kinsler,3,1,1,1,Single,0,2,3,1,3
Vladimir,Guerrero,3,1,1,2,"Generic Out",1,3,3,-0.2,0.4
Josh,Hamilton,3,1,2,1,Single,0,2,1.5,1,1.5
Nelson,Cruz,3,1,2,2,"Generic Out",0,3,1.5,-0.2,-0.3
Erick,Aybar,3,1,2,0,Strikeout,0,1,1.5,-0.5,-0.75
Howie,Kendrick,3,1,2,0,"Generic Out",0,1,1.5,-0.2,-0.3
Bobby,Abreu,3,1,2,0,"Nonintentional Walk",0,1,1.5,0.3,0.45
Torii,Hunter,3,1,2,1,"Stolen Base",0,2,1.5,0,0
Torii,Hunter,3,1,2,1,"Nonintentional Walk",0,2,1.5,0.3,0.45
Hideki,Matsui,3,1,2,2,Single,0,3,1.5,1,1.5
Justin,Smoak,4,1,2,0,"Generic Out",0,1,2,-0.2,-0.4
Matt,Treanor,4,1,2,0,"Nonintentional Walk",0,1,2,0.3,0.6
Julio,Borbon,4,1,2,1,"Caught Stealing",0,2,2,0,0
Julio,Borbon,4,1,2,0,Strikeout,0,1,2,-0.5,-1
Juan,Rivera,4,1,2,0,"Generic Out",0,1,2,-0.2,-0.4
Mike,Napoli,4,1,2,0,Homerun,1,1,2,4,10
Kevin,Frandsen,4,2,2,0,"Nonintentional Walk",0,1,4,0.3,1.2
Jeff,Mathis,4,2,2,1,"Generic Out",0,2,4,-0.2,-0.8
Erick,Aybar,4,2,2,1,"Generic Out",0,2,4,-0.2,-0.8
Elvis,Andrus,5,2,2,0,Single,0,1,5,1,5
Michael,Young,5,2,2,1,Single,0,2,5,1,5
Ian,Kinsler,5,2,2,2,"Stolen Base",0,3,5,0,0
Ian,Kinsler,5,2,2,2,"Nonintentional Walk",0,3,5,0.3,1.5
Vladimir,Guerrero,5,2,2,3,"Generic Out",0,4,5,-0.2,-1
Josh,Hamilton,5,2,2,3,"Generic Out",1,4,5,-0.2,0.25
Nelson,Cruz,5,2,3,2,"Generic Out",0,3,2.5,-0.2,-0.5
Howie,Kendrick,5,2,3,0,"Generic Out",0,1,2.5,-0.2,-0.5
Bobby,Abreu,5,2,3,0,"Generic Out",0,1,2.5,-0.2,-0.5
Torii,Hunter,5,2,3,0,Single,0,1,2.5,1,2.5
Hideki,Matsui,5,2,3,1,"Generic Out",0,2,2.5,-0.2,-0.5
Justin,Smoak,6,2,3,0,"Generic Out",0,1,3,-0.2,-0.6
Matt,Treanor,6,2,3,0,Strikeout,0,1,3,-0.5,-1.5
Julio,Borbon,6,2,3,0,"Generic Out",0,1,3,-0.2,-0.6
Juan,Rivera,6,2,3,0,"Generic Out",0,1,3,-0.2,-0.6
Mike,Napoli,6,2,3,0,"Generic Out",0,1,3,-0.2,-0.6
Kevin,Frandsen,6,2,3,0,Single,0,1,3,1,3
Jeff,Mathis,6,2,3,1,"Wild Pitch",0,2,3,0,0
Jeff,Mathis,6,2,3,1,Single,1,2,3,1,4.5
Erick,Aybar,6,3,3,1,Single,0,2,6,1,6
Howie,Kendrick,6,3,3,2,"Nonintentional Walk",0,3,6,0.3,1.8
Bobby,Abreu,6,3,3,3,Double,3,4,6,2,16.5
Torii,Hunter,6,6,3,1,"Intentional Walk",0,2,1.5,0.3,0.45
Hideki,Matsui,6,6,3,2,"Generic Out",0,3,1.5,-0.2,-0.3
Elvis,Andrus,7,6,3,0,"Generic Out",0,1,1.75,-0.2,-0.35
Michael,Young,7,6,3,0,Single,0,1,1.75,1,1.75
Ian,Kinsler,7,6,3,1,"Generic Out",0,2,1.75,-0.2,-0.35
Vladimir,Guerrero,7,6,3,1,Homerun,2,2,1.75,4,8.75
Josh,Hamilton,7,6,5,0,"Generic Out",0,1,3.5,-0.2,-0.7
Juan,Rivera,7,6,5,0,"Generic Out",0,1,3.5,-0.2,-0.7
Mike,Napoli,7,6,5,0,Strikeout,0,1,3.5,-0.5,-1.75
Kevin,Frandsen,7,6,5,0,"Generic Out",0,1,3.5,-0.2,-0.7
Nelson,Cruz,8,6,5,0,Single,0,1,4,1,4
Justin,Smoak,8,6,5,1,"Stolen Base",0,2,4,0,0
Justin,Smoak,8,6,5,1,"Generic Out",0,2,4,-0.2,-0.8
David,Murphy,8,6,5,1,Interference,0,2,4,0,0
Julio,Borbon,8,6,5,2,"Generic Out",0,3,4,-0.2,-0.8
Elvis,Andrus,8,6,5,2,Single,0,3,4,1,4
Michael,Young,8,6,5,3,"Generic Out",0,4,4,-0.2,-0.8
Jeff,Mathis,8,6,5,0,"Generic Out",0,1,4,-0.2,-0.8
Erick,Aybar,8,6,5,0,"Generic Out",0,1,4,-0.2,-0.8
Howie,Kendrick,8,6,5,0,Single,0,1,4,1,4
Bobby,Abreu,8,6,5,1,"Stolen Base",0,2,4,0,0
Bobby,Abreu,8,6,5,1,"Generic Out",0,2,4,-0.2,-0.8
Ian,Kinsler,9,6,5,0,Strikeout,0,1,4.5,-0.5,-2.25
Vladimir,Guerrero,9,6,5,0,Strikeout,0,1,4.5,-0.5,-2.25
Josh,Hamilton,9,6,5,0,"Generic Out",0,1,4.5,-0.2,-0.9
Elvis,Andrus,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Michael,Young,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Ian,Kinsler,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Erick,Aybar,1,0,0,0,Homerun,1,1,1,4,5
Howie,Kendrick,1,1,0,0,"Nonintentional Walk",0,1,0.5,0.3,0.15
Bobby,Abreu,1,1,0,1,Strikeout,0,2,0.5,-0.5,-0.25
Torii,Hunter,1,1,0,1,"Nonintentional Walk",0,2,0.5,0.3,0.15
Hideki,Matsui,1,1,0,2,Strikeout,0,3,0.5,-0.5,-0.25
Mike,Napoli,1,1,0,2,Pickoff,0,3,0.5,0,0
Vladimir,Guerrero,2,1,0,0,Single,0,1,1,1,1
Josh,Hamilton,2,1,0,1,"Generic Out",0,2,1,-0.2,-0.2
Nelson,Cruz,2,1,0,1,"Generic Out",0,2,1,-0.2,-0.2
Mike,Napoli,2,1,0,0,Single,0,1,1,1,1
Kevin,Frandsen,2,1,0,1,"Hit By Pitch",0,2,1,0.2,0.2
Bobby,Wilson,2,1,0,2,"Generic Out",0,3,1,-0.2,-0.2
Reggie,Willits,2,1,0,2,Single,2,3,1,1,1.66667
Erick,Aybar,2,3,0,1,Strikeout,0,2,0.5,-0.5,-0.25
Howie,Kendrick,2,3,0,1,"Generic Out",0,2,0.5,-0.2,-0.1
Justin,Smoak,3,3,0,0,Strikeout,0,1,0.75,-0.5,-0.375
Max,Ramirez,3,3,0,0,Strikeout,0,1,0.75,-0.5,-0.375
Julio,Borbon,3,3,0,0,"Generic Out",0,1,0.75,-0.2,-0.15
Bobby,Abreu,3,3,0,0,Strikeout,0,1,0.75,-0.5,-0.375
Torii,Hunter,3,3,0,0,Single,0,1,0.75,1,0.75
Hideki,Matsui,3,3,0,1,"Nonintentional Walk",0,2,0.75,0.3,0.225
Mike,Napoli,3,3,0,2,Strikeout,0,3,0.75,-0.5,-0.375
Kevin,Frandsen,3,3,0,2,"Generic Out",0,3,0.75,-0.2,-0.15
Elvis,Andrus,4,3,0,0,"Hit By Pitch",0,1,1,0.2,0.2
Michael,Young,4,3,0,1,Double,0,2,1,2,2
Ian,Kinsler,4,3,0,2,"Nonintentional Walk",0,3,1,0.3,0.3
Vladimir,Guerrero,4,3,0,3,Homerun,4,4,1,4,5
Josh,Hamilton,4,3,4,0,"Generic Out",0,1,2,-0.2,-0.4
Nelson,Cruz,4,3,4,0,Single,0,1,2,1,2
Justin,Smoak,4,3,4,1,Strikeout,0,2,2,-0.5,-1
Max,Ramirez,4,3,4,1,Strikeout,0,2,2,-0.5,-1
Bobby,Wilson,4,3,4,0,"Generic Out",0,1,2,-0.2,-0.4
Reggie,Willits,4,3,4,0,"Nonintentional Walk",0,1,2,0.3,0.6
Erick,Aybar,4,3,4,1,Single,0,2,2,1,2
Howie,Kendrick,4,3,4,2,Strikeout,0,3,2,-0.5,-1
Bobby,Abreu,4,3,4,2,"Generic Out",0,3,2,-0.2,-0.4
Julio,Borbon,5,3,4,0,"Generic Out",0,1,2.5,-0.2,-0.5
Elvis,Andrus,5,3,4,0,Single,0,1,2.5,1,2.5
Michael,Young,5,3,4,1,"Generic Out",0,2,2.5,-0.2,-0.5
Ian,Kinsler,5,3,4,1,Single,1,2,2.5,1,3.75
Vladimir,Guerrero,5,3,5,1,Double,0,2,1.66667,2,3.33333
Josh,Hamilton,5,3,5,2,"Intentional Walk",0,3,1.66667,0.3,0.5
Nelson,Cruz,5,3,5,3,"Generic Out",0,4,1.66667,-0.2,-0.333333
Torii,Hunter,5,3,5,0,"Generic Out",0,1,1.66667,-0.2,-0.333333
Hideki,Matsui,5,3,5,0,"Generic Out",0,1,1.66667,-0.2,-0.333333
Mike,Napoli,5,3,5,0,"Hit By Pitch",0,1,1.66667,0.2,0.333333
Kevin,Frandsen,5,3,5,1,"Generic Out",0,2,1.66667,-0.2,-0.333333
Justin,Smoak,6,3,5,0,"Generic Out",0,1,2,-0.2,-0.4
Max,Ramirez,6,3,5,0,"Generic Out",0,1,2,-0.2,-0.4
Julio,Borbon,6,3,5,0,"Generic Out",0,1,2,-0.2,-0.4
Bobby,Wilson,6,3,5,0,Double,0,1,2,2,4
Reggie,Willits,6,3,5,1,"Wild Pitch",0,2,2,0,0
Reggie,Willits,6,3,5,1,"Generic Out",0,2,2,-0.2,-0.4
Erick,Aybar,6,3,5,1,"Generic Out",1,2,2,-0.2,0.6
Howie,Kendrick,6,4,5,0,Single,0,1,3,1,3
Bobby,Abreu,6,4,5,1,Single,0,2,3,1,3
Torii,Hunter,6,4,5,2,"Stolen Base",0,3,3,0,0
Torii,Hunter,6,4,5,2,"Generic Out",0,3,3,-0.2,-0.6
Elvis,Andrus,7,4,5,0,"Generic Out",0,1,3.5,-0.2,-0.7
Michael,Young,7,4,5,0,"Generic Out",0,1,3.5,-0.2,-0.7
Ian,Kinsler,7,4,5,0,"Generic Out",0,1,3.5,-0.2,-0.7
Hideki,Matsui,7,4,5,0,"Generic Out",0,1,3.5,-0.2,-0.7
Mike,Napoli,7,4,5,0,"Generic Out",0,1,3.5,-0.2,-0.7
Kevin,Frandsen,7,4,5,0,"Generic Out",0,1,3.5,-0.2,-0.7
Vladimir,Guerrero,8,4,5,0,Homerun,1,1,4,4,20
Josh,Hamilton,8,4,6,0,Double,0,1,2.66667,2,5.33333
Nelson,Cruz,8,4,6,1,Error,0,2,2.66667,0,0
Justin,Smoak,8,4,6,2,"Generic Out",0,3,2.66667,-0.2,-0.533333
David,Murphy,8,4,6,1,"Generic Out",0,2,2.66667,-0.2,-0.533333
Bobby,Wilson,8,4,6,0,Strikeout,0,1,2.66667,-0.5,-1.33333
Reggie,Willits,8,4,6,0,Strikeout,0,1,2.66667,-0.5,-1.33333
Erick,Aybar,8,4,6,0,"Generic Out",0,1,2.66667,-0.2,-0.533333
Julio,Borbon,9,4,6,0,"Generic Out",0,1,3,-0.2,-0.6
Elvis,Andrus,9,4,6,0,"Generic Out",0,1,3,-0.2,-0.6
Michael,Young,9,4,6,0,"Generic Out",0,1,3,-0.2,-0.6
Howie,Kendrick,9,4,6,0,"Generic Out",0,1,3,-0.2,-0.6
Bobby,Abreu,9,4,6,0,"Generic Out",0,1,3,-0.2,-0.6
Torii,Hunter,9,4,6,0,"Generic Out",0,1,3,-0.2,-0.6
Elvis,Andrus,1,0,0,0,Strikeout,0,1,1,-0.5,-0.5
Michael,Young,1,0,0,0,"Generic Out",0,1,1,-0.2,-0.2
Ian,Kinsler,1,0,0,0,Double,0,1,1,2,2
Vladimir,Guerrero,1,0,0,1,"Generic Out",0,2,1,-0.2,-0.2
Erick,Aybar,1,0,0,0,Single,0,1,1,1,1
Howie,Kendrick,1,0,0,1,Double,1,2,1,2,2.5
Bobby,Abreu,1,1,0,1,"Generic Out",0,2,0.5,-0.2,-0.1
Torii,Hunter,1,1,0,1,Strikeout,0,2,0.5,-0.5,-0.25
Mike,Napoli,1,1,0,1,"Nonintentional Walk",0,2,0.5,0.3,0.15
Hideki,Matsui,1,1,0,2,Strikeout,0,3,0.5,-0.5,-0.25
Josh,Hamilton,2,1,0,0,Strikeout,0,1,1,-0.5,-0.5
Nelson,Cruz,2,1,0,0,"Generic Out",0,1,1,-0.2,-0.2
David,Murphy,2,1,0,0,Error,0,1,1,0,0
Justin,Smoak,2,1,0,1,Strikeout,0,2,1,-0.5,-0.5
Jeff,Mathis,2,1,0,0,"Generic Out",0,1,1,-0.2,-0.2
Brandon,Wood,2,1,0,0,Single,0,1,1,1,1
Reggie,Willits,2,1,0,1,"Generic Out",0,2,1,-0.2,-0.2
Erick,Aybar,2,1,0,1,"Generic Out",0,2,1,-0.2,-0.2
Matt,Treanor,3,1,0,0,"Generic Out",0,1,1.5,-0.2,-0.3
Elvis,Andrus,3,1,0,0,"Generic Out",0,1,1.5,-0.2,-0.3
Michael,Young,3,1,0,0,"Generic Out",0,1,1.5,-0.2,-0.3
Howie,Kendrick,3,1,0,0,"Generic Out",0,1,1.5,-0.2,-0.3
Bobby,Abreu,3,1,0,0,"Generic Out",0,1,1.5,-0.2,-0.3
Torii,Hunter,3,1,0,0,"Nonintentional Walk",0,1,1.5,0.3,0.45
Mike,Napoli,3,1,0,1,Single,0,2,1.5,1,1.5
Hideki,Matsui,3,1,0,2,"Generic Out",0,3,1.5,-0.2,-0.3
Ian,Kinsler,4,1,0,0,"Nonintentional Walk",0,1,2,0.3,0.6
Vladimir,Guerrero,4,1,0,1,"Nonintentional Walk",0,2,2,0.3,0.6
Josh,Hamilton,4,1,0,2,"Generic Out",0,3,2,-0.2,-0.4
Nelson,Cruz,4,1,0,2,Strikeout,0,3,2,-0.5,-1
David,Murphy,4,1,0,2,"Generic Out",0,3,2,-0.2,-0.4
Jeff,Mathis,4,1,0,0,Strikeout,0,1,2,-0.5,-1
Brandon,Wood,4,1,0,0,"Generic Out",0,1,2,-0.2,-0.4
Reggie,Willits,4,1,0,0,"Generic Out",0,1,2,-0.2,-0.4
Justin,Smoak,5,1,0,0,"Generic Out",0,1,2.5,-0.2,-0.5
Matt,Treanor,5,1,0,0,Strikeout,0,1,2.5,-0.5,-1.25
Elvis,Andrus,5,1,0,0,"Generic Out",0,1,2.5,-0.2,-0.5
Erick,Aybar,5,1,0,0,"Generic Out",0,1,2.5,-0.2,-0.5
Howie,Kendrick,5,1,0,0,Strikeout,0,1,2.5,-0.5,-1.25
Bobby,Abreu,5,1,0,0,"Generic Out",0,1,2.5,-0.2,-0.5
Michael,Young,6,1,0,0,"Generic Out",0,1,3,-0.2,-0.6
Ian,Kinsler,6,1,0,0,"Generic Out",0,1,3,-0.2,-0.6
Vladimir,Guerrero,6,1,0,0,"Generic Out",0,1,3,-0.2,-0.6
Torii,Hunter,6,1,0,0,"Nonintentional Walk",0,1,3,0.3,0.9
Mike,Napoli,6,1,0,1,Double,1,2,3,2,7.5
Hideki,Matsui,6,2,0,1,"Generic Out",0,2,2,-0.2,-0.4
Jeff,Mathis,6,2,0,1,"Caught Stealing",0,2,2,0,0
Jeff,Mathis,6,2,0,0,"Nonintentional Walk",0,1,2,0.3,0.6
Brandon,Wood,6,2,0,1,"Generic Out",0,2,2,-0.2,-0.4
Josh,Hamilton,7,2,0,0,Strikeout,0,1,2.33333,-0.5,-1.16667
Nelson,Cruz,7,2,0,0,Single,0,1,2.33333,1,2.33333
David,Murphy,7,2,0,1,"Generic Out",0,2,2.33333,-0.2,-0.466667
Justin,Smoak,7,2,0,1,"Generic Out",0,2,2.33333,-0.2,-0.466667
Reggie,Willits,7,2,0,0,"Generic Out",0,1,2.33333,-0.2,-0.466667
Erick,Aybar,7,2,0,0,Single,0,1,2.33333,1,2.33333
Howie,Kendrick,7,2,0,1,Strikeout,0,2,2.33333,-0.5,-1.16667
Bobby,Abreu,7,2,0,1,Pickoff,0,2,2.33333,0,0
Matt,Treanor,8,2,0,0,"Hit By Pitch",0,1,2.66667,0.2,0.533333
Elvis,Andrus,8,2,0,1,"Generic Out",0,2,2.66667,-0.2,-0.533333
Michael,Young,8,2,0,1,Single,0,2,2.66667,1,2.66667
Ian,Kinsler,8,2,0,2,Single,1,3,2.66667,1,3.55556
Vladimir,Guerrero,8,2,1,2,"Generic Out",0,3,4,-0.2,-0.8
Josh,Hamilton,8,2,1,2,"Intentional Walk",0,3,4,0.3,1.2
Nelson,Cruz,8,2,1,3,"Generic Out",0,4,4,-0.2,-0.8
Bobby,Abreu,8,2,1,0,"Generic Out",0,1,4,-0.2,-0.8
Torii,Hunter,8,2,1,0,"Generic Out",0,1,4,-0.2,-0.8
Mike,Napoli,8,2,1,0,"Generic Out",0,1,4,-0.2,-0.8
David,Murphy,9,2,1,0,Strikeout,0,1,4.5,-0.5,-2.25
Justin,Smoak,9,2,1,0,"Generic Out",0,1,4.5,-0.2,-0.9
Matt,Treanor,9,2,1,0,"Generic Out",0,1,4.5,-0.2,-0.9
Scott,Podsednik,1,0,0,0,Single,0,1,1,1,1
Jason,Kendall,1,0,0,1,Single,0,2,1,1,1
David,DeJesus,1,0,0,2,"Generic Out",0,3,1,-0.2,-0.2
Billy,Butler,1,0,0,1,"Nonintentional Walk",0,2,1,0.3,0.3
Jose,Guillen,1,0,0,2,Strikeout,0,3,1,-0.5,-0.5
Erick,Aybar,1,0,0,0,"Nonintentional Walk",0,1,1,0.3,0.3
Howie,Kendrick,1,0,0,1,"Generic Out",0,2,1,-0.2,-0.2
Bobby,Abreu,1,0,0,0,"Nonintentional Walk",0,1,1,0.3,0.3
Torii,Hunter,1,0,0,1,"Generic Out",0,2,1,-0.2,-0.2
Alberto,Callaspo,2,0,0,0,"Generic Out",0,1,2,-0.2,-0.4
Mike,Aviles,2,0,0,0,"Generic Out",0,1,2,-0.2,-0.4
Wilson,Betemit,2,0,0,0,Strikeout,0,1,2,-0.5,-1
Hideki,Matsui,2,0,0,0,Strikeout,0,1,2,-0.5,-1
Mike,Napoli,2,0,0,0,"Generic Out",0,1,2,-0.2,-0.4
Kevin,Frandsen,2,0,0,0,"Generic Out",0,1,2,-0.2,-0.4
Yuniesky,Betancourt,3,0,0,0,"Generic Out",0,1,3,-0.2,-0.6
Scott,Podsednik,3,0,0,0,Single,0,1,3,1,3
Jason,Kendall,3,0,0,1,"Generic Out",0,2,3,-0.2,-0.6
David,DeJesus,3,0,0,1,"Generic Out",0,2,3,-0.2,-0.6
Jeff,Mathis,3,0,0,0,"Generic Out",0,1,3,-0.2,-0.6
Reggie,Willits,3,0,0,0,"Generic Out",0,1,3,-0.2,-0.6
Erick,Aybar,3,0,0,0,"Generic Out",0,1,3,-0.2,-0.6
Billy,Butler,4,0,0,0,"Generic Out",0,1,4,-0.2,-0.8
Jose,Guillen,4,0,0,0,"Generic Out",0,1,4,-0.2,-0.8
Alberto,Callaspo,4,0,0,0,"Generic Out",0,1,4,-0.2,-0.8
Howie,Kendrick,4,0,0,0,"Generic Out",0,1,4,-0.2,-0.8
Bobby,Abreu,4,0,0,0,"Generic Out",0,1,4,-0.2,-0.8
Torii,Hunter,4,0,0,0,Single,0,1,4,1,4
Hideki,Matsui,4,0,0,1,Single,0,2,4,1,4
Mike,Napoli,4,0,0,2,Single,1,3,4,1,5.33333
Kevin,Frandsen,4,1,0,2,"Generic Out",0,3,2,-0.2,-0.4
Mike,Aviles,5,1,0,0,Double,0,1,2.5,2,5
Wilson,Betemit,5,1,0,1,"Fielder Choice",0,2,2.5,0,0
Yuniesky,Betancourt,5,1,0,1,"Generic Out",0,2,2.5,-0.2,-0.5
Scott,Podsednik,5,1,0,1,Strikeout,0,2,2.5,-0.5,-1.25
Jeff,Mathis,5,1,0,0,"Generic Out",0,1,2.5,-0.2,-0.5
Reggie,Willits,5,1,0,0,Single,0,1,2.5,1,2.5
Erick,Aybar,5,1,0,1,"Generic Out",0,2,2.5,-0.2,-0.5
Howie,Kendrick,5,1,0,1,"Generic Out",0,2,2.5,-0.2,-0.5
Jason,Kendall,6,1,0,0,Strikeout,0,1,3,-0.5,-1.5
David,DeJesus,6,1,0,0,"Generic Out",0,1,3,-0.2,-0.6
Billy,Butler,6,1,0,0,"Generic Out",0,1,3,-0.2,-0.6
Bobby,Abreu,6,1,0,0,"Generic Out",0,1,3,-0.2,-0.6
Torii,Hunter,6,1,0,0,"Generic Out",0,1,3,-0.2,-0.6
Hideki,Matsui,6,1,0,0,Single,0,1,3,1,3
Mike,Napoli,6,1,0,1,"Generic Out",0,2,3,-0.2,-0.6
Jose,Guillen,7,1,0,0,"Generic Out",0,1,3.5,-0.2,-0.7
Alberto,Callaspo,7,1,0,0,"Generic Out",0,1,3.5,-0.2,-0.7
Mike,Aviles,7,1,0,0,"Generic Out",0,1,3.5,-0.2,-0.7
Kevin,Frandsen,7,1,0,0,Single,0,1,3.5,1,3.5
Jeff,Mathis,7,1,0,1,Strikeout,0,2,3.5,-0.5,-1.75
Reggie,Willits,7,1,0,1,"Generic Out",0,2,3.5,-0.2,-0.7
Erick,Aybar,7,1,0,1,"Generic Out",0,2,3.5,-0.2,-0.7
Wilson,Betemit,8,1,0,0,Single,0,1,4,1,4
Yuniesky,Betancourt,8,1,0,1,"Generic Out",0,2,4,-0.2,-0.8
Scott,Podsednik,8,1,0,1,Single,0,2,4,1,4
Jason,Kendall,8,1,0,2,"Generic Out",0,3,4,-0.2,-0.8
David,DeJesus,8,1,0,2,"Generic Out",0,3,4,-0.2,-0.8
Howie,Kendrick,8,1,0,0,"Generic Out",0,1,4,-0.2,-0.8
Bobby,Abreu,8,1,0,0,Strikeout,0,1,4,-0.5,-2
Torii,Hunter,8,1,0,0,Single,0,1,4,1,4
Hideki,Matsui,8,1,0,1,"Nonintentional Walk",0,2,4,0.3,1.2
Mike,Napoli,8,1,0,2,"Stolen Base",0,3,4,0,0
Mike,Napoli,8,1,0,2,"Nonintentional Walk",0,3,4,0.3,1.2
Billy,Butler,9,1,0,0,"Nonintentional Walk",0,1,4.5,0.3,1.35
Jose,Guillen,9,1,0,1,"Generic Out",0,2,4.5,-0.2,-0.9
Alberto,Callaspo,9,1,0,1,"Generic Out",0,2,4.5,-0.2,-0.9
